	EnsemblID	GeneSymbol	Description
568	ENSG00000138755	CXCL9	C-X-C motif chemokine ligand 9
569	ENSG00000309076		
570	ENSG00000250642		
571	ENSG00000263154		
572	ENSG00000204278	TMEM235	transmembrane protein 235
573	ENSG00000297632		
574	ENSG00000183801	OLFML1	olfactomedin like 1
575	ENSG00000255082	GRM5-AS1	GRM5 antisense RNA 1
576	ENSG00000228351		
577	ENSG00000294384		
578	ENSG00000249542	EEF1A1P21	eukaryotic translation elongation factor 1 alpha 1 pseudogene 21
579	ENSG00000303168		
580	ENSG00000228944	LOC107986777	uncharacterized LOC107986777
581	ENSG00000305637		
582	ENSG00000308360		
583	ENSG00000115602	IL1RL1	interleukin 1 receptor like 1
584	ENSG00000224071	DNMT3AP1	DNA methyltransferase 3A pseudogene 1
585	ENSG00000282876		
586	ENSG00000288659	LOC101927145	uncharacterized LOC101927145
587	ENSG00000269891	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)
588	ENSG00000231806	PCAT7	prostate cancer associated transcript 7
589	ENSG00000167046		
590	ENSG00000303778		
591	ENSG00000259160		
592	ENSG00000258818	RNASE4	ribonuclease A family member 4
593	ENSG00000259072	LOC112268136	uncharacterized LOC112268136
594	ENSG00000301183		
595	ENSG00000303184	LOC105372370	uncharacterized LOC105372370
596	ENSG00000286795		
597	ENSG00000303095		
598	ENSG00000170950	PGK2	phosphoglycerate kinase 2
599	ENSG00000298249		
600	ENSG00000215838		
601	ENSG00000299923		
602	ENSG00000273957		
603	ENSG00000185823	NPAP1	nuclear pore associated protein 1
604	ENSG00000265623	MIR3139	microRNA 3139
605	ENSG00000248335	TBC1D9-AS1	TBC1D9 antisense RNA 1
606	ENSG00000302373		
607	ENSG00000182771	GRID1	glutamate ionotropic receptor delta type subunit 1
608	ENSG00000254535	PABPC4L	poly(A) binding protein cytoplasmic 4 like
609	ENSG00000236032	OR5H14	olfactory receptor family 5 subfamily H member 14
610	ENSG00000293289		
611	ENSG00000168530	MYL1	myosin light chain 1
612	ENSG00000018869	ZNF582	zinc finger protein 582
613	ENSG00000307707		
614	ENSG00000197595	ATP11AUN	ATP11A upstream neighbor lncRNA
615	ENSG00000258774	NANOGP7	Nanog homeobox pseudogene 7
616	ENSG00000217041		
617	ENSG00000259477		
618	ENSG00000214819	CDRT15L2	CMT1A duplicated region transcript 15 like 2
619	ENSG00000144191	CNGA3	cyclic nucleotide gated channel subunit alpha 3
620	ENSG00000236554	ASNSP3	ASNS pseudogene 3
621	ENSG00000271034	RNPC3P1	RNA binding region (RNP1, RRM) containing 3 pseudogene 1
622	ENSG00000268038	LINC01785	long intergenic non-protein coding RNA 1785
623	ENSG00000278462		
624	ENSG00000293384		
625	ENSG00000286607		
626	ENSG00000279070		
627	ENSG00000289398		
628	ENSG00000279859		
629	ENSG00000295337		
630	ENSG00000277245		
631	ENSG00000154415	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
632	ENSG00000233425	KRT18P67	keratin 18 pseudogene 67
633	ENSG00000258956	COX4I1P1	cytochrome c oxidase subunit 4I1 pseudogene 1
634	ENSG00000273945	MIR6853	microRNA 6853
635	ENSG00000289978	LOC105371123	uncharacterized LOC105371123
636	ENSG00000225858	MATR3P1	MATR3 pseudogene 1
637	ENSG00000286887		
638	ENSG00000260088	DDX59-AS1	DDX59 antisense RNA 1
639	ENSG00000170608	FOXA3	forkhead box A3
640	ENSG00000234988	LINC01849	long intergenic non-protein coding RNA 1849
641	ENSG00000233951	RCC2P3	regulator of chromosome condensation 2 pseudogene 3
642	ENSG00000230838	LINC01614	long intergenic non-protein coding RNA 1614
643	ENSG00000116574	RHOU	ras homolog family member U
644	ENSG00000236816	ANKRD20A7P	ankyrin repeat domain 20 family member A7, pseudogene
645	ENSG00000288528	LOC124902739	uncharacterized LOC124902739
646	ENSG00000260757		
647	ENSG00000308754		
648	ENSG00000170509	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13
649	ENSG00000207349	RNVU1-17	RNA, variant U1 small nuclear 17
650	ENSG00000240095		
651	ENSG00000163633	C4orf36	chromosome 4 open reading frame 36
652	ENSG00000299217		
653	ENSG00000270482	LOC124903031	uncharacterized LOC124903031
654	ENSG00000261379		
655	ENSG00000133124	IRS4	insulin receptor substrate 4
656	ENSG00000215003	RPL15P20	ribosomal protein L15 pseudogene 20
657	ENSG00000295037		
658	ENSG00000300389		
659	ENSG00000250954	LOC101928622	uncharacterized LOC101928622
660	ENSG00000162366	PDZK1IP1	PDZK1 interacting protein 1
661	ENSG00000111262	KCNA1	potassium voltage-gated channel subfamily A member 1
662	ENSG00000293906		
663	ENSG00000289850		
664	ENSG00000294186		
665	ENSG00000142494	SLC47A1	solute carrier family 47 member 1
666	ENSG00000075388	FGF4	fibroblast growth factor 4
667	ENSG00000256443		
668	ENSG00000258783	KRT18P6	keratin 18 pseudogene 6
669	ENSG00000306429		
670	ENSG00000304103		
671	ENSG00000279036		
672	ENSG00000293769		
673	ENSG00000305421		
674	ENSG00000147223	RIPPLY1	ripply transcriptional repressor 1
675	ENSG00000287897		
676	ENSG00000303855		
677	ENSG00000293969		
678	ENSG00000302411		
679	ENSG00000231705		
680	ENSG00000184560	SPEM2	SPEM family member 2
681	ENSG00000301624		
682	ENSG00000227942	FRMD8P1	FERM domain containing 8 pseudogene 1
683	ENSG00000294832		
684	ENSG00000256810	ADGRD1-AS2	ADGRD1 antisense RNA 2
685	ENSG00000236216	PPP1R11P1	protein phosphatase 1 regulatory inhibitor subunit 11 pseudogene 1
686	ENSG00000232037	RPL21P29	ribosomal protein L21 pseudogene 29
687	ENSG00000284676		
688	ENSG00000250428	MRS2P1	MRS2 pseudogene 1
689	ENSG00000216819	TUBB2BP1	tubulin beta 2B class IIb pseudogene 1
690	ENSG00000300542		
691	ENSG00000177511	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
692	ENSG00000295966		
693	ENSG00000294909		
694	ENSG00000077522	ACTN2	actinin alpha 2
695	ENSG00000236173		
696	ENSG00000308303		
697	ENSG00000294968		
698	ENSG00000285210	LINC02795	long intergenic non-protein coding RNA 2795
699	ENSG00000252615	Y_RNA	Y RNA
700	ENSG00000299400		
701	ENSG00000114854	TNNC1	troponin C1, slow skeletal and cardiac type
702	ENSG00000255760	LINC02422	long intergenic non-protein coding RNA 2422
703	ENSG00000287914		
704	ENSG00000303318		
705	ENSG00000308009		
706	ENSG00000251538	LINC02201	long intergenic non-protein coding RNA 2201
707	ENSG00000254130	LINC01947	long intergenic non-protein coding RNA 1947
708	ENSG00000307825		
709	ENSG00000203900	LOC100130587	uncharacterized LOC100130587
710	ENSG00000125510	OPRL1	opioid related nociceptin receptor 1
711	ENSG00000248705		
712	ENSG00000286414		
713	ENSG00000290981		
714	ENSG00000278911		
715	ENSG00000286976	LOC124904351	uncharacterized LOC124904351
716	ENSG00000120658	ENOX1	ecto-NOX disulfide-thiol exchanger 1
717	ENSG00000299074		
718	ENSG00000295072	LOC124904070	uncharacterized LOC124904070
719	ENSG00000293986		
720	ENSG00000299668		
721	ENSG00000237882	PPIAP13	peptidylprolyl isomerase A pseudogene 13
722	ENSG00000234711	TUBB8P11	tubulin beta 8 class VIII pseudogene 11
723	ENSG00000168754	FAM178B	family with sequence similarity 178 member B
724	ENSG00000289953		
725	ENSG00000158786	PLA2G2F	phospholipase A2 group IIF
726	ENSG00000257915	GLULP5	glutamate-ammonia ligase pseudogene 5
727	ENSG00000280809	LINC00836	long intergenic non-protein coding RNA 836
728	ENSG00000166391	MOGAT2	monoacylglycerol O-acyltransferase 2
729	ENSG00000226539	MLXP1	MLX pseudogene 1
730	ENSG00000177181	RIMKLA	ribosomal modification protein rimK like family member A
731	ENSG00000231918	NRXN1-DT	NRXN1 divergent transcript
732	ENSG00000236932	CEACAMP8	CEA cell adhesion molecule pseudogene 8
733	ENSG00000310160		
734	ENSG00000297749		
735	ENSG00000310420		
736	ENSG00000165025	SYK	spleen associated tyrosine kinase
737	ENSG00000294254		
738	ENSG00000298498		
739	ENSG00000305128		
740	ENSG00000295721		
741	ENSG00000260571	BNIP3P5	BCL2 interacting protein 3 pseudogene 5
742	ENSG00000306295		
743	ENSG00000308453		
744	ENSG00000168079	SCARA5	scavenger receptor class A member 5
745	ENSG00000197692	CBX3P7	CBX3 pseudogene 7
746	ENSG00000295746		
747	ENSG00000279499		
748	ENSG00000065371	ROPN1	rhophilin associated tail protein 1
749	ENSG00000206474	OR10C1	olfactory receptor family 10 subfamily C member 1
750	ENSG00000228133	RTN4RL1-AS1	RTN4RL1 antisense RNA 1
751	ENSG00000295096		
752	ENSG00000170128	GPR25	G protein-coupled receptor 25
753	ENSG00000302266		
754	ENSG00000235123	DSCAM-AS1	DSCAM antisense RNA 1
755	ENSG00000289983		
756	ENSG00000272874		
757	ENSG00000235855	OR7E145P	olfactory receptor family 7 subfamily E member 145 pseudogene
758	ENSG00000124253	PCK1	phosphoenolpyruvate carboxykinase 1
759	ENSG00000279276		
760	ENSG00000310284		
761	ENSG00000253515	LOC124906002	uncharacterized LOC124906002
762	ENSG00000283209		
763	ENSG00000250422		
764	ENSG00000302623		
765	ENSG00000250043		
766	ENSG00000215498	FAM230B	family with sequence similarity 230 member B
767	ENSG00000224644		
768	ENSG00000293898		
769	ENSG00000255099	LOC644335	SMG5 nonsense mediated mRNA decay factor pseudogene
770	ENSG00000299073		
771	ENSG00000270347		
772	ENSG00000229518	UBE2V1P3	UBE2V1 pseudogene 3
773	ENSG00000223823	LINC01342	long intergenic non-protein coding RNA 1342
774	ENSG00000091664	SLC17A6	solute carrier family 17 member 6
775	ENSG00000306010		
776	ENSG00000223299	RN7SKP108	RN7SK pseudogene 108
777	ENSG00000240173	RN7SL771P	RNA, 7SL, cytoplasmic 771, pseudogene
778	ENSG00000305533		
779	ENSG00000232113	TEX50	testis expressed 50
780	ENSG00000307167		
781	ENSG00000266830	LOC105371712	uncharacterized LOC105371712
782	ENSG00000268686	LOC101928295	uncharacterized LOC101928295
783	ENSG00000007312	CD79B	CD79b molecule
784	ENSG00000303382		
785	ENSG00000286891	LOC124900848	uncharacterized LOC124900848
786	ENSG00000302811		
787	ENSG00000301323		
788	ENSG00000261426		
789	ENSG00000235772		
790	ENSG00000293692		
791	ENSG00000279976		
792	ENSG00000275630		
793	ENSG00000145824	CXCL14	C-X-C motif chemokine ligand 14
794	ENSG00000251398	LINC01256	long intergenic non-protein coding RNA 1256
795	ENSG00000249139	EPPIN-WFDC6	EPPIN-WFDC6 readthrough
796	ENSG00000231392		
797	ENSG00000267409		
798	ENSG00000261038		
799	ENSG00000134160	TRPM1	transient receptor potential cation channel subfamily M member 1
800	ENSG00000154227	CERS3	ceramide synthase 3
801	ENSG00000182983	ZNF662	zinc finger protein 662
802	ENSG00000237410	NRXN2-AS1	NRXN2 antisense RNA 1
803	ENSG00000225411		
804	ENSG00000213854	CNN2P6	calponin 2 pseudogene 6
805	ENSG00000237119	LINC01056	long intergenic non-protein coding RNA 1056
806	ENSG00000212743	LINC02656	long intergenic non-protein coding RNA 2656
807	ENSG00000259186	MRPS15P1	mitochondrial ribosomal protein S15 pseudogene 1
808	ENSG00000300233		
809	ENSG00000298824		
810	ENSG00000231334	EML6-AS1	EML6 antisense RNA 1
811	ENSG00000187516	H2AP	H2A.P histone
812	ENSG00000286611		
813	ENSG00000235118	FAM237A	family with sequence similarity 237 member A
814	ENSG00000254031		
815	ENSG00000123307	NEUROD4	neuronal differentiation 4
816	ENSG00000297466		
817	ENSG00000294770		
818	ENSG00000172487	OR8J1	olfactory receptor family 8 subfamily J member 1
819	ENSG00000303835		
820	ENSG00000148604	RGR	retinal G protein coupled receptor
821	ENSG00000156076	WIF1	Wnt inhibitory factor 1
822	ENSG00000248830	ZNF807P	zinc finger protein 807, pseudogene
823	ENSG00000128310	GALR3	galanin receptor 3
824	ENSG00000306736		
825	ENSG00000171227	TMEM37	transmembrane protein 37
826	ENSG00000188801	ZNF322P1	zinc finger protein 322 pseudogene 1
827	ENSG00000237529		
828	ENSG00000305651		
829	ENSG00000294185		
830	ENSG00000161544	CYGB	cytoglobin
831	ENSG00000102145	GATA1	GATA binding protein 1
832	ENSG00000295865	LOC124905098	uncharacterized LOC124905098
833	ENSG00000308032		
834	ENSG00000299052		
835	ENSG00000261210	CLEC19A	C-type lectin domain containing 19A
836	ENSG00000301484		
837	ENSG00000213394	RPSAP46	ribosomal protein SA pseudogene 46
838	ENSG00000234695	TFPI2-DT	TFPI2 divergent transcript
839	ENSG00000224363		
840	ENSG00000308622		
841	ENSG00000243303	RPL34P32	ribosomal protein L34 pseudogene 32
842	ENSG00000297252		
843	ENSG00000279261	LINC02961	long intergenic non-protein coding RNA 2961
844	ENSG00000250842		
845	ENSG00000296260		
846	ENSG00000295235		
847	ENSG00000199476	Y_RNA	Y RNA
848	ENSG00000270816	LINC00221	long intergenic non-protein coding RNA 221
849	ENSG00000236495	LOC105376429	uncharacterized LOC105376429
850	ENSG00000235026	DPP10-AS1	DPP10 antisense RNA 1
851	ENSG00000271830		
852	ENSG00000275467		
853	ENSG00000269706		
854	ENSG00000159212	CLIC6	chloride intracellular channel 6
855	ENSG00000301913	LOC105370227	uncharacterized LOC105370227
856	ENSG00000287409		
857	ENSG00000302416		
858	ENSG00000261795		
859	ENSG00000300278		
860	ENSG00000225879		
861	ENSG00000230852	LINC02857	long intergenic non-protein coding RNA 2857
862	ENSG00000176294	OR4N2	olfactory receptor family 4 subfamily N member 2
863	ENSG00000189196	LINC00994	long intergenic non-protein coding RNA 994
864	ENSG00000226624	RPL13AP16	ribosomal protein L13a pseudogene 16
865	ENSG00000296155		
866	ENSG00000244474	UGT1A4	UDP glucuronosyltransferase family 1 member A4
867	ENSG00000306828		
868	ENSG00000224791	KRT18P39	keratin 18 pseudogene 39
869	ENSG00000297739		
870	ENSG00000212721	KRTAP4-11	keratin associated protein 4-11
871	ENSG00000269859	ZNF628-DT	ZNF628 divergent transcript
872	ENSG00000274351	THAP12P10	THAP domain containing 12 pseudogene 10
873	ENSG00000300815		
874	ENSG00000232393	RPL5P6	ribosomal protein L5 pseudogene 6
875	ENSG00000306438		
876	ENSG00000180974	OR52E4	olfactory receptor family 52 subfamily E member 4
877	ENSG00000308978		
878	ENSG00000299584		
879	ENSG00000199530	Y_RNA	Y RNA
880	ENSG00000249689		
881	ENSG00000268020	OR4G4P	olfactory receptor family 4 subfamily G member 4 pseudogene
882	ENSG00000290111		
883	ENSG00000244604		
884	ENSG00000259229		
885	ENSG00000224986	PPP1R8P1	protein phosphatase 1 regulatory subunit 8 pseudogene 1
886	ENSG00000177992	SPATA31E1	SPATA31 subfamily E member 1
887	ENSG00000286552		
888	ENSG00000232237	ASCL5	achaete-scute family bHLH transcription factor 5
889	ENSG00000223660		
890	ENSG00000259465	AHCYP7	adenosylhomocysteinase pseudogene 7
891	ENSG00000305112		
892	ENSG00000272472		
893	ENSG00000309382		
894	ENSG00000279415		
895	ENSG00000301610		
896	ENSG00000206684	RNU6-157P	RNA, U6 small nuclear 157, pseudogene
897	ENSG00000298446		
898	ENSG00000224865	LOC101928782	uncharacterized LOC101928782
899	ENSG00000204007	GLT6D1	glycosyltransferase 6 domain containing 1
900	ENSG00000297068		
901	ENSG00000261504	LINC01686	long intergenic non-protein coding RNA 1686
902	ENSG00000179930	ZNF648	zinc finger protein 648
903	ENSG00000249551	LINC02216	long intergenic non-protein coding RNA 2216
904	ENSG00000300433		
905	ENSG00000307269	LOC107984733	uncharacterized LOC107984733
906	ENSG00000214842	RAD51AP2	RAD51 associated protein 2
907	ENSG00000293808		
908	ENSG00000289932		
909	ENSG00000290031		
910	ENSG00000309729		
911	ENSG00000250914		
912	ENSG00000283982	LOC101929563	uncharacterized LOC101929563
913	ENSG00000260860		
914	ENSG00000213851	RPS2P21	ribosomal protein S2 pseudogene 21
915	ENSG00000224128	LINC01248	long intergenic non-protein coding RNA 1248
916	ENSG00000270074		
917	ENSG00000293337		
918	ENSG00000186049	KRT73	keratin 73
919	ENSG00000298992	LOC389705	histone PARylation factor 1 pseudogene
920	ENSG00000227934		
921	ENSG00000245812	LINC02202	long intergenic non-protein coding RNA 2202
922	ENSG00000230711	CTAGE13P	CTAGE family member 13, pseudogene
923	ENSG00000256189	DPPA4P3	DPPA4 pseudogene 3
924	ENSG00000201078	RN7SKP214	RN7SK pseudogene 214
925	ENSG00000255286		
926	ENSG00000255993	PSMC1P9	proteasome 26S subunit, ATPase 1 pseudogene 9
927	ENSG00000287781		
928	ENSG00000233646	OR52T1P	olfactory receptor family 52 subfamily T member 1 pseudogene
929	ENSG00000248373		
930	ENSG00000227183	HDGFP1	heparin binding growth factor pseudogene 1
931	ENSG00000200376	RNU5E-10P	RNA, U5E small nuclear 10, pseudogene
932	ENSG00000122180	MYOG	myogenin
933	ENSG00000305546		
934	ENSG00000207766	MIR626	microRNA 626
935	ENSG00000279017		
936	ENSG00000307920		
937	ENSG00000272927		
938	ENSG00000230362	ACTG1P23	actin gamma 1 pseudogene 23
939	ENSG00000155890	TRIM42	tripartite motif containing 42
940	ENSG00000297175		
941	ENSG00000039068	CDH1	cadherin 1
942	ENSG00000240895		
943	ENSG00000257966	OLA1P3	OLA1 pseudogene 3
944	ENSG00000310506		
945	ENSG00000293304		
946	ENSG00000255553	LINC02733	long intergenic non-protein coding RNA 2733
947	ENSG00000136155	SCEL	sciellin
948	ENSG00000299592		
949	ENSG00000296179		
950	ENSG00000223572	CKMT1A	creatine kinase, mitochondrial 1A
951	ENSG00000221598	MIR1249	microRNA 1249
952	ENSG00000244249	RPS2P19	ribosomal protein S2 pseudogene 19
953	ENSG00000286999		
954	ENSG00000237520	LINC02971	long intergenic non-protein coding RNA 2971
955	ENSG00000278816		
956	ENSG00000208004	MIR323B	microRNA 323b
957	ENSG00000143333	RGS16	regulator of G protein signaling 16
958	ENSG00000263755	RN7SL498P	RNA, 7SL, cytoplasmic 498, pseudogene
959	ENSG00000169253	RPL36P14	ribosomal protein L36 pseudogene 14
960	ENSG00000306792		
961	ENSG00000214787	MS4A4E	membrane spanning 4-domains A4E
962	ENSG00000286972		
963	ENSG00000184160	ADRA2C	adrenoceptor alpha 2C
964	ENSG00000243149	LINC02040	long intergenic non-protein coding RNA 2040
965	ENSG00000255909	PDCD5P1	programmed cell death 5 pseudogene 1
966	ENSG00000294850		
967	ENSG00000308281	LOC124903668	uncharacterized LOC124903668
968	ENSG00000261465	COQ7-DT	COQ7 divergent transcript
969	ENSG00000257758	KRT18P20	keratin 18 pseudogene 20
970	ENSG00000237999	ACTG1P19	actin gamma 1 pseudogene 19
971	ENSG00000226642	ACTG1P12	actin gamma 1 pseudogene 12
972	ENSG00000290002		
973	ENSG00000233932	CTXN2	cortexin 2
974	ENSG00000228997	ORMDL1P1	ORMDL1 pseudogene 1
975	ENSG00000272716	SLC30A6-DT	SLC30A6 divergent transcript
976	ENSG00000288091		
977	ENSG00000295429		
978	ENSG00000206075	SERPINB5	serpin family B member 5
979	ENSG00000271752		
980	ENSG00000299817		
981	ENSG00000309668		
982	ENSG00000289044		
983	ENSG00000288937		
984	ENSG00000276588	RN7SL322P	RNA, 7SL, cytoplasmic 322, pseudogene
985	ENSG00000230956	CAPZA1P1	CAPZA1 pseudogene 1
986	ENSG00000307558		
987	ENSG00000293274		
988	ENSG00000279286		
989	ENSG00000138684	IL21	interleukin 21
990	ENSG00000164334	FAM170A	family with sequence similarity 170 member A
991	ENSG00000306306		
992	ENSG00000283051	LINC01668	long intergenic non-protein coding RNA 1668
993	ENSG00000227969	NPM1P22	nucleophosmin 1 pseudogene 22
994	ENSG00000261129		
995	ENSG00000287895		
996	ENSG00000186143	PRR30	proline rich 30
997	ENSG00000261693		
998	ENSG00000135973	GPR45	G protein-coupled receptor 45
999	ENSG00000219932	RPL12P8	ribosomal protein L12 pseudogene 8
1000	ENSG00000303693		
1001	ENSG00000264177		
1002	ENSG00000287329	LOC105379444	uncharacterized LOC105379444
1003	ENSG00000251158	LOC728506	POM121 membrane glycoprotein (rat) pseudogene
1004	ENSG00000304620		
1005	ENSG00000287281	LOC107985177	uncharacterized LOC107985177
1006	ENSG00000296446		
1007	ENSG00000272856	SCPPPQ1	secretory calcium-binding phosphoprotein proline-glutamine rich 1
1008	ENSG00000297873		
1009	ENSG00000229443	LINC00560	long intergenic non-protein coding RNA 560
1010	ENSG00000226973		
1011	ENSG00000234828	IQCM	IQ motif containing M
1012	ENSG00000295980		
1013	ENSG00000266580	MIR4254	microRNA 4254
1014	ENSG00000163563	MNDA	myeloid cell nuclear differentiation antigen
1015	ENSG00000242190		
1016	ENSG00000278981		
1017	ENSG00000297016	LOC107985667	uncharacterized LOC107985667
1018	ENSG00000299853		
1019	ENSG00000267013	LINC01929	long intergenic non-protein coding RNA 1929
1020	ENSG00000301899		
1021	ENSG00000166342	NETO1	neuropilin and tolloid like 1
1022	ENSG00000308161		
1023	ENSG00000259342		
1024	ENSG00000237188		
1025	ENSG00000230208	IFNNP	interferon nu, pseudogene
